溫度8，執行#1
時間 ( 秒 )	溫度8 ( °C )
774.0000	25.36
774.5000	25.36
775.0000	25.37
775.5000	25.37
776.0000	25.38
776.5000	25.37
777.0000	25.37
777.5000	25.37
778.0000	25.37
778.5000	25.37
779.0000	25.37
779.5000	25.37
780.0000	25.38
780.5000	25.37
781.0000	25.37
781.5000	25.37
782.0000	25.37
782.5000	25.37
783.0000	25.38
783.5000	25.37
784.0000	25.37
784.5000	25.37
785.0000	25.37
785.5000	25.37
786.0000	25.38
786.5000	25.38
787.0000	25.37
787.5000	25.37
788.0000	25.37
788.5000	25.37
789.0000	25.38
789.5000	25.38
790.0000	25.38
790.5000	25.38
791.0000	25.38
791.5000	25.38
792.0000	25.38
792.5000	25.38
793.0000	25.38
793.5000	25.38
794.0000	25.38
794.5000	25.38
795.0000	25.39
795.5000	25.39
796.0000	25.38
796.5000	25.39
797.0000	25.39
797.5000	25.39
798.0000	25.39
798.5000	25.39
799.0000	25.39
799.5000	25.40
800.0000	25.40
800.5000	25.40
801.0000	25.40
801.5000	25.40
802.0000	25.40
802.5000	25.40
803.0000	25.40
803.5000	25.41
804.0000	25.41
804.5000	25.40
805.0000	25.40
805.5000	25.41
806.0000	25.41
806.5000	25.41
807.0000	25.41
807.5000	25.41
808.0000	25.41
808.5000	25.41
809.0000	25.41
809.5000	25.42
810.0000	25.41
810.5000	25.41
811.0000	25.42
811.5000	25.42
812.0000	25.42
812.5000	25.42
813.0000	25.41
813.5000	25.42
814.0000	25.42
814.5000	25.42
815.0000	25.42
815.5000	25.42
816.0000	25.42
816.5000	25.42
817.0000	25.43
817.5000	25.43
818.0000	25.43
818.5000	25.43
819.0000	25.43
819.5000	25.43
820.0000	25.43
820.5000	25.43
821.0000	25.43
821.5000	25.44
822.0000	25.44
822.5000	25.44
823.0000	25.44
823.5000	25.44
824.0000	25.44
824.5000	25.44
825.0000	25.44
825.5000	25.45
826.0000	25.44
826.5000	25.45
827.0000	25.45
827.5000	25.45
828.0000	25.45
828.5000	25.45
829.0000	25.45
829.5000	25.45
830.0000	25.45
